msg_freq,vote_inconsistency,latency,fork_attempts,silence_ratio,msg_freq_delta,latency_delta,vote_drift_delta,silence_delta,freq_spike_ratio,lat_spike_ratio,label
43.23077999694041,0.0706242227156496,106.53854747528324,0.0,0.0100926726061474,5.597901842070766,0.0,0.0380899095688848,0.011390795591342,0.9563235762761784,1.1554160420714774,0
136.69502652649766,0.8768499717852298,576.5878279480614,3.0,0.4518597172949781,125.04460433760109,360.3789657718896,0.3045827750919082,0.2516145635557699,2.175849836327808,4.433985417263228,1
96.43918265247238,0.8981696504470018,338.8432640897172,1.0,0.4319049123371881,49.84397767348516,256.3908487464943,0.7674110202219007,0.5120336094939859,3.3853528253668994,5.153344767602115,1
48.85263558533101,0.0747470938133756,102.44019629290725,0.0,0.026791384223654,3.9816312491151695,18.87655446304756,0.0417740112871097,0.004699468099919,1.0697903272539029,1.0214713183170527,0
54.73237624573545,0.039654278232127,74.39141295007434,0.0,0.0368436872472091,15.307517883181989,8.404730321666909,0.0044644762262786,0.0161338703938947,0.9700323351993212,0.7912972981397931,0
60.889505969673664,0.0799410398909042,85.48512373693069,0.0,0.0325438684523597,0.0,11.807517626030508,0.0147650738785916,0.0140233972318051,0.8862314329575183,1.035845361820962,0
55.15047686306048,0.0896788409906012,89.20480639381277,0.0,0.036216940856437,0.0,8.944348805861528,0.0216364568009852,0.0073856154043108,1.0848430882205284,1.050826863967459,0
41.97722730778381,0.0890263783890916,126.90840092309956,0.0,0.0224346811311265,15.82501172450542,14.237108385752109,0.0306802057118729,0.0190185718900509,0.8080326843802343,1.0181426620113971,0
4.706254260671288,0.4820313261774799,0.0,2.0,0.2328130440889088,41.886488642838,369.9127954608475,0.4753213457285734,0.5735949674050469,1.8707925847175395,7.786049937813325,1
35.87696298664709,0.08955232284962,88.46216260953702,1.0,0.0237315437874906,7.999643649981023,14.263868375611096,0.0200889400327162,0.001244064523294,1.1340461051790347,1.1045088474084754,0
53.46448209496975,0.0247348101743197,58.53219535183701,1.0,0.0340558926982491,0.0,13.71063745535946,0.040197925377626,0.0138723611494759,1.0918454443942414,1.1625958915362062,0
105.75652271647913,0.6660647532217409,480.4609648822976,5.0,0.5940175747875109,131.7181559498203,380.3219051123017,0.6076739203142871,0.4770291200310327,3.4871983722400146,6.80906674864441,1
141.22741929746266,0.8094588119752057,7.591170144532624,3.0,0.4088542834864879,143.1172772777266,419.6742323765706,0.586987587515871,0.3205824745642672,2.1609237694012204,4.74708322728068,1
101.90771250012467,0.5035443967043018,9.123107720506546,0.0,0.4213274241302165,68.82290578903768,337.1514293689244,0.5933839539222956,0.417551168464447,1.804702569533972,4.234254681293744,1
82.39979932184472,0.4699706420955464,359.31849905024615,1.0,0.3893516777905796,69.20184684889055,539.2654888284051,0.7212772507325906,0.5438991222740268,2.089569989918548,5.96794551314094,1
0.0,0.6625877893441919,468.176247225738,3.0,0.2187643287659015,58.17532686445608,459.2477984120716,0.6240510636305356,0.2831295365835343,3.395835355261767,5.021729490989722,1
52.96984673233186,0.0944765729882428,121.83013703844924,1.0,0.0060943046668473,8.365906756349792,16.57457226792024,0.0356976316253294,0.0167165185582103,0.9704910085762094,0.970016180372512,0
51.30740577286091,0.0127580302795563,66.78078132968017,0.0,0.0468478911515531,0.9487378149280952,5.970649667519056,0.0146654305390282,0.0010367159823945,1.0854525227066616,1.174736319791556,0
4.767669617822019,0.4177765813866402,18.393373366862832,3.0,0.2256121482021566,12.937910543606812,339.493321188526,0.7335760755005609,0.2530296309937929,3.425527088424883,4.715087652122535,1
4.757364506403616,0.8152188727467444,7.075461732911151,4.0,0.3808841559612829,89.5066718022083,480.42562729474446,0.623023472048298,0.2479039865728789,2.6564981522674143,4.877676617867255,1
49.73486124550783,0.0077734636964984,130.59100638921228,0.0,0.0231747021900286,10.36253668654901,8.702266612080415,0.0055499049395657,0.0048079782578701,0.9720239831504166,0.8214133508065888,0
47.4743184860684,0.0086920288087423,111.1958089586208,0.0,0.0018080190262381,7.332149912167631,16.55154373059804,0.0385079105878548,0.0114349196628749,0.909224381985308,1.1205994516546816,0
42.85648581973632,0.060617463445088,84.4436662481825,1.0,0.0053438461547371,7.942892022103048,5.783767023419041,0.0387673075201567,0.0175176616703411,0.8741495089324666,0.8483357450579209,0
148.37062690296074,0.7510950875740088,5.072301996395351,2.0,0.2263548949267195,77.63279372280162,402.4798634628607,0.5601152445515449,0.276165398409964,2.300746541058744,4.238124371028242,1
